,user_id,post,location
98,111,"August 2016 -- I flew on Inter Îles Air (http://www.inter-iles-air.com) from Dzaoudzi–Pamandzi International Airport located in Mayotte to Ouani Airport in Anjouan.  I had arranged through Laka Lodge on Moheli, where I stayed later in my trip, for an English-speaking guide to meet me at the airport.  I visited the Medina of Mutsamudu, one of the medinas in the Sultanats Historiques des Comores tentative World Heritage Site (http://whc.unesco.org/en/tentativelists/5109/), where I spent the morning wandering the medina's narrow lanes and visiting its main market.  Visitors can contact my guide, Djonfar, directly (moukouboi (at) yahoo.com or +269 328-2490).","{'id': 448, 'Location': 'Anjouan', 'RegionIDnew': 11, 'CountryId': 38, 'RegionName': 'Indian Ocean', 'Country': 'Comoro Islands', 'weather': 'global/stations/67004', 'weatherhist': '40076', 'active': 'Y', 'latitude': '12.2', 'longitude': '44.4', 'lat': -12.2138145, 'lon': 44.4370606, 'distance': 15, 'dateUpdated': '2018-08-02 14:48:00', 'zoom': 7, 'region_id': 988, 'country_id': 924, 'region_name': 'Indian Ocean', 'country_name': 'Comoro Islands', 'location_name': 'Anjouan', 'is_un': 0, 'is_mtp_location': 1, 'admin_level': 4, 'featured_img': '6x8zBo700bmq05RfixgQTF', 'airports': 'AJN', 'visitors': 106, 'rank': 87, 'visitors_un': 0, 'rank_un': 0}"
99,111,"August 2016 -- I stayed at Hôtel Le Rocher in Dzaoudzi (https://www.lerocher-hotel.fr), which is the only hotel on Petite-Terre, Mayotte's second largest island after Grande-Terre, but which contains Mayotte's only airport.  The best place to eat is Le Faré, which overlooks the passage between Petite-Terre and Grande-Terre, the main island of Mayotte, and is a 10-minute walk from Hôtel Le Rocher down Boulevard des Crabes.","{'id': 462, 'Location': 'Mayotte', 'RegionIDnew': 11, 'CountryId': 63, 'RegionName': 'Indian Ocean', 'Country': 'France', 'weather': 'global/stations/67005', 'weatherhist': '50076', 'active': 'Y', 'latitude': '12.8', 'longitude': '45.15', 'lat': -12.8275, 'lon': 45.166244, 'distance': 15, 'dateUpdated': '2018-08-02 14:48:00', 'zoom': 7, 'region_id': 988, 'country_id': 264, 'region_name': 'Indian Ocean', 'country_name': 'France', 'location_name': 'Mayotte', 'is_un': 0, 'is_mtp_location': 1, 'admin_level': 4, 'featured_img': 'g1qs8W8lYEnB8wrBOOzIj', 'airports': 'DZA', 'visitors': 336, 'rank': 214, 'visitors_un': 0, 'rank_un': 0}"
100,111,"Praslin -- In August 2016, I spent a few days in Praslin, where I rented an apartment at Praslin Holiday Home (http://www.praslinholidayhome.com), located in the center of Grand Anse.  I used Praslin's excellent public transport system to travel around the island -- local buses run around the island and trips cost approximately $0.35.  I visited Vallée de Mai Nature Reserve, where it was easy to locate coco de mer, a palm tree that contains the largest seed in the plant kingdom.  I also spent a day at Grand'Anse Praslin, which is often ranked as one of the world's most beautiful beaches, where I had lunch at Bonbon Plume.<br><br>La Digue -- I made a day trip by Inter Island Ferry (https://www.seychellesbookings.com) from Praslin to La Digue, where I rented a bicycle to visit Anse Source d'Argent, one of the world's most beautiful beaches, and the Aldabra giant tortoise pen at L'Union Estate.<br><br>Victoria, Mahe -- I stayed at Hilltop Boutique Hotel, a historic home at the edge of Victoria (http://www.hilltop.sc), and had dinner at Marie-Antoinette Restaurant, which opened in 1972 in a 19th-century home (http://www.marieantoinette.sc/en/home/index.php).  I also visited Victoria Botanical Gardens, which were established in 1901.","{'id': 467, 'Location': 'Seychelles (Inner Islands)', 'RegionIDnew': 11, 'CountryId': 157, 'RegionName': 'Indian Ocean', 'Country': 'Seychelles', 'weather': 'global/stations/63980', 'weatherhist': '08936', 'active': 'Y', 'latitude': '4.46666666', 'longitude': '55.55', 'lat': -4.679574, 'lon': 55.491977, 'distance': 30, 'dateUpdated': '2018-08-02 14:48:00', 'zoom': 9, 'region_id': 988, 'country_id': 961, 'region_name': 'Indian Ocean', 'country_name': 'Seychelles', 'location_name': 'Seychelles (Inner Islands)', 'is_un': 0, 'is_mtp_location': 1, 'admin_level': 4, 'featured_img': '1B6hG8ndCMmOUUVyuIKOBJ', 'airports': 'SEZ', 'visitors': 1497, 'rank': 489, 'visitors_un': 0, 'rank_un': 0}"
101,111,"July 2016 -- I stayed at Beachcomber Lodge (http://beachcomberlhi.com.au) and rented a car from Wilson&apos;s Hire Service.  My main objective was to see the Lord Howe Island stick insects that are kept at the Lord Howe Island Museum (http://www.lhimuseum.com).  The stick insects were once very common on Lord Howe Island, but became extinct on the main island soon after black rats were introduced in 1918 when a supply ship ran aground. The last walking stick was observed on Lord Howe Island in 1920, after which time the species was thought to be extinct.  In 2001, Australian scientists scaled nearby Ball&apos;s Pyramid and discovered a small population of 24 walking sticks living beneath a shrub.  In 2003, scientists collected two breeding pairs, and the Royal Melbourne Zoological Gardens has since successfully bred walking sticks (more than 9,000 according to the most recent estimate in 2012).  Breeding pairs have since been sent to zoos at San Diego, Toronto and Bristol.  I also spent time searching for Lord Howe woodhen, which are now relatively abundant but which had declined to 30 known birds by the late 1970s.","{'id': 32, 'Location': 'Lord Howe Island', 'RegionIDnew': 3, 'CountryId': 9, 'RegionName': 'Pacific Ocean', 'Country': 'Australia', 'weather': 'global/stations/94995', 'weatherhist': '59949', 'active': 'Y', 'latitude': '31.55', 'longitude': '159.083333', 'lat': -31.5553263, 'lon': 159.0821211, 'distance': 5, 'dateUpdated': '2018-08-02 14:48:00', 'zoom': 10, 'region_id': 991, 'country_id': 917, 'region_name': 'Pacific Ocean', 'country_name': 'Australia', 'location_name': 'Lord Howe Island', 'is_un': 0, 'is_mtp_location': 1, 'admin_level': 4, 'featured_img': '3xtJ5KjOnePnhmOzlCXUtx', 'airports': 'LDH', 'visitors': 235, 'rank': 168, 'visitors_un': 0, 'rank_un': 0}"
102,111,"July 2016 -- I stayed at Nusa Island Retreat, which lies on an island across from Kavieng (http://www.nusaislandretreat.com).  I spent most of my time snorkeling around some of the wrecks that sank between Kavieng and Nusa, including a merchant ship and an Aichi E13A, a long-range reconnaissance seaplane used by the Imperial Japanese Navy during World War II.","{'id': 42, 'Location': 'New Ireland Province', 'RegionIDnew': 3, 'CountryId': 140, 'RegionName': 'Pacific Ocean', 'Country': 'Papua New Guinea', 'weather': 'global/stations/94076', 'weatherhist': '67049', 'active': 'Y', 'latitude': '3.33333333', 'longitude': '151.933333', 'lat': -4.2853256, 'lon': 152.9205918, 'distance': 160, 'dateUpdated': '2018-08-02 14:48:00', 'zoom': 6, 'region_id': 991, 'country_id': 956, 'region_name': 'Pacific Ocean', 'country_name': 'Papua New Guinea', 'location_name': 'New Ireland Province', 'is_un': 0, 'is_mtp_location': 1, 'admin_level': 4, 'featured_img': '4hkWA0vi5yiV8fpJfP5Hkj', 'airports': 'KVG', 'visitors': 157, 'rank': 116, 'visitors_un': 0, 'rank_un': 0}"
103,111,"July 2016 -- I spent a few days in Mount Hagen, where I stayed at the Highlander Hotel (http://www.coralseahotels.com.pg/index.php/locations/highlander-hotel).  Mount Hagen is a short drive from the Kuk Early Agricultural Site, Papua New Guinea's only World Heritage Site, which demonstrates a technological leap that transformed plant exploitation to agriculture around 7,000 to 6,400 years ago, based on vegetative propagation of bananas, taro and yam.  Kuk, however, is probably only interesting to agricultural historians and wasn't that interesting to a more casual visitor; in fact, the core area, at least to me, was indistinguishable from the buffer zone, which looked similar to most of the agricultural areas surrounding Mount Hagen.  Papau New Guinea is best known for its avifauna, so my main objective was to see at least one species of bird-of-paradise in the wild.  I went bird watching at Kumul Lodge, which is located at high altitude about an hour from Mount Hagen (http://www.kumul-lodge.com).  During my afternoon at Kumul, I saw two birds-of-paradise, a male ribbon-tailed astrapia, one of the iconic, flamboyant birds-of-paradise, and a female brown sicklebill, which is more restrained.  I also visited two markets in Mount Hagen, the central market, which is largely devoted to agricultural products, and the betel nut market, which is not as frequently visited.  Deep in the betel nut market you can find the vendors selling marijuana, which they refer to as PNG gold; contrary to my expectations, the marijuana vendors were not reserved and actively sought to be photographed.  My favorite place to drink was the members' bar at the Hagen Club, but visitors may need an invitation in order to enter.<br><br>I arranged my flights so that I would not have to overnight in Port Moresby, the very uninteresting capital of one of the most interesting countries, but I did coordinate to allow for a several hour stopover.  During my time in Port Moresby, I visited Adventure Park PNG, which is more of an aviary and zoo than amusement park.  The aviary displays 11 of the 42 species of bird-of-paradise, including Raggiana bird-of-paradise, the national bird of Papua New Guinea, and the zoo displays several species of tree kangaroo, the country's iconic mammal.  I ended my stay in Port Moresby drinking at the Royal Papua Yacht Club, but visitors may need a member's invitation in order to gain entry (http://www.rpyc.com.pg).  I made all of my arrangements with Aaron Hayes at Ecotourism Melanesia (http://www.em.com.pg).","{'id': 54, 'Location': 'Papua New Guinea (other)', 'RegionIDnew': 3, 'CountryId': 140, 'RegionName': 'Pacific Ocean', 'Country': 'Papua New Guinea', 'weather': 'global/stations/92035', 'weatherhist': '53029', 'active': 'Y', 'latitude': '6.43333333', 'longitude': '144.816666', 'lat': -6.314993, 'lon': 143.95555, 'distance': 400, 'dateUpdated': '2018-08-02 14:48:00', 'zoom': 6, 'region_id': 991, 'country_id': 956, 'region_name': 'Pacific Ocean', 'country_name': 'Papua New Guinea', 'location_name': 'Papua New Guinea (other)', 'is_un': 0, 'is_mtp_location': 1, 'admin_level': 4, 'featured_img': '6gY1n9c8awcD12uHQSUCle', 'airports': 'POM', 'visitors': 867, 'rank': 386, 'visitors_un': 0, 'rank_un': 0}"
104,111,"July 2016 -- I stayed in Honiara at the King Solomon Hotel, which is constructed on a hillside so rooms are reached via funicular (http://www.kingsolomonhotel.info).  The highlights in the Honiara area were the Guadalcanal American Memorial, a World War II monument established as a tribute to the Americans and their allies who lost their lives during the Guadalcanal Campaign from August 1942 to February 1943; the Vilu War Museum, which displays World War II relics like planes and cannons; the National Museum, which has a display on John F. Kennedy and Motor Torpedo Boat PT-109; and Honiara Central Market.  During my visit, the Free Papua Movement was engaged in demonstrations and I met Benny Wenda at my hotel, where he held meeting with regional leaders, including Manasseh Sogavare, the Prime Minister of the Solomon Islands.","{'id': 67, 'Location': 'Solomon Islands (Main Group)', 'RegionIDnew': 3, 'CountryId': 162, 'RegionName': 'Pacific Ocean', 'Country': 'Solomon Islands', 'weather': 'global/stations/91520', 'weatherhist': '02519', 'active': 'Y', 'latitude': '8.83333333', 'longitude': '159.15', 'lat': -9.64571, 'lon': 160.156194, 'distance': 275, 'dateUpdated': '2018-08-02 14:48:00', 'zoom': 6, 'region_id': 991, 'country_id': 962, 'region_name': 'Pacific Ocean', 'country_name': 'Solomon Islands', 'location_name': 'Solomon Islands (Main Group)', 'is_un': 0, 'is_mtp_location': 1, 'admin_level': 4, 'featured_img': '4PwoCbWNPRv9Oo86HZopYL', 'airports': 'HIR', 'visitors': 607, 'rank': 302, 'visitors_un': 0, 'rank_un': 0}"
105,111,"July 2016 -- I visited during off-season, when only three rooms were occupied at the Paradise Hotel & Resort, where I stayed (http://paradisehotelnorfolk.com).  I rented a car from Aloha Rent-a-Car (http://www.aloha.nlk.nf), which I used to explore the island over three days.  I visited  the main sites, including the Kingston and Arthurs Vale Historic Area, which is part of the Australian Convict Sites WHS, Emily Bay lagoon, the Captain Cook Monument overlooking the location where Captain James Cook is believed to have made land, the Mount Pitt lookout and Norfolk Island National Park.  My favorite places to eat were at the sporting facilities, where I had lunch at Norfolk Island Golf Club (http://www.norfolkislandgolf.com) and dinner at Norfolk Island Lawn Bowls (http://www.norfolkislandlawnbowls.com).  Norfolk Island is the most attractive island that I have visited.","{'id': 46, 'Location': 'Norfolk Island', 'RegionIDnew': 3, 'CountryId': 9, 'RegionName': 'Pacific Ocean', 'Country': 'Australia', 'weather': 'global/stations/94996', 'weatherhist': '69949', 'active': 'Y', 'latitude': '29.05', 'longitude': '167.966666', 'lat': -29.0230638, 'lon': 167.939597, 'distance': 7, 'dateUpdated': '2018-08-02 14:48:00', 'zoom': 6, 'region_id': 991, 'country_id': 917, 'region_name': 'Pacific Ocean', 'country_name': 'Australia', 'location_name': 'Norfolk Island', 'is_un': 0, 'is_mtp_location': 1, 'admin_level': 4, 'featured_img': '29y0Pnv226qnAPGzmbBs8T', 'airports': 'NLK', 'visitors': 271, 'rank': 185, 'visitors_un': 0, 'rank_un': 0}"
106,111,"July 2016 -- I stayed at Taloa Heights, which is well located in the center of Alofi (http://taloaheightsniue.nu), a short walk from the island&apos;s two best restaurants, Kaiika, which serves fresh sushi (unlike sushi in New York, all of which must be frozen before serving) (http://kaiika.com), and Gills Indian Restaurant.  My favorite activity was snorkeling at Snake Gully near Avatele Beach, where it was easy to approach highly venomous katuali (or flat-tail sea snakes).  I arranged my snorkeling trip with Buccaneer Adventures Niue Dive (http://www.dive.nu).  I also hiked several of the island&apos;s sea tracks, including those to Togo chasm, Anapala fresh water pool, Matapa chasm and Talava arches.","{'id': 45, 'Location': 'Niue', 'RegionIDnew': 3, 'CountryId': 133, 'RegionName': 'Pacific Ocean', 'Country': 'Niue', 'weather': 'global/stations/91822', 'weatherhist': '22819', 'active': 'Y', 'latitude': '19.05', 'longitude': '-169.86666', 'lat': -19.054445, 'lon': -169.867233, 'distance': 10, 'dateUpdated': '2018-08-02 14:48:00', 'zoom': 6, 'region_id': 991, 'country_id': 45, 'region_name': 'Pacific Ocean', 'country_name': 'Niue', 'location_name': 'Niue', 'is_un': 0, 'is_mtp_location': 1, 'admin_level': 2, 'featured_img': '25sTZJOZjocnP0NA46Qnoj', 'airports': 'IUE', 'visitors': 220, 'rank': 160, 'visitors_un': 0, 'rank_un': 0}"
107,111,"July 2016 -- I flew from Cairns to Horn Island and then took a ferry (http://www.tiferry.com.au) to Thursday Island, the administrative and commercial centre of the Torres Strait Island Region.  I had lunch at the Torres Strait Hotel, which claims to be Australia&apos;s northernmost pub, and drank at the Federal Hotel, which was built in the early 1900s.","{'id': 73, 'Location': 'Torres Straits Islands', 'RegionIDnew': 3, 'CountryId': 9, 'RegionName': 'Pacific Ocean', 'Country': 'Australia', 'weather': 'global/stations/94174', 'weatherhist': '47149', 'active': 'Y', 'latitude': '-10.5', 'longitude': '142.633333', 'lat': -10.5, 'lon': 142.25, 'distance': 65, 'dateUpdated': '2018-08-02 14:48:00', 'zoom': 6, 'region_id': 991, 'country_id': 917, 'region_name': 'Pacific Ocean', 'country_name': 'Australia', 'location_name': 'Torres Straits Islands', 'is_un': 0, 'is_mtp_location': 1, 'admin_level': 4, 'featured_img': '4qOTCjX5002ZGgR8MgDf6D', 'airports': 'TIS', 'visitors': 166, 'rank': 129, 'visitors_un': 0, 'rank_un': 0}"
108,111,"June 2016 -- I based myself at the very basic Menen Hotel (http://menenhotelnauru.com).  I had originally arranged to rent a car from Capelle & Partner, but during lunch at one of the Chinese restaurants that is within walking distance of the Menen Hotel, the proprietor offered to show me around the island (I think he was bored and looking for something to do).  We drove around the island, where the most interesting sites were the limestone pinnacles that line the coast and the industrial remains of the Nauru Phosphate Corporation.  We also drove around the bleak interior to attempt to visit the Nauru Regional Processing Centre, which I was able to discretely photograph.  Nauru is a very strange place, where the local population (the most obese and diabetic in the world) mixes with resettled refugees, mostly groups of Middle Eastern men.  Having visited, it's easy to understand why Nauru is the least visited country in the world.","{'id': 39, 'Location': 'Nauru', 'RegionIDnew': 3, 'CountryId': 126, 'RegionName': 'Pacific Ocean', 'Country': 'Nauru', 'weather': 'global/stations/91531', 'weatherhist': '13519', 'active': 'Y', 'latitude': '0.51666666', 'longitude': '166.916666', 'lat': -0.522778, 'lon': 166.931503, 'distance': 99, 'dateUpdated': '2018-08-02 14:48:00', 'zoom': 7, 'region_id': 991, 'country_id': 39, 'region_name': 'Pacific Ocean', 'country_name': 'Nauru', 'location_name': 'Nauru', 'is_un': 1, 'is_mtp_location': 1, 'admin_level': 2, 'featured_img': '4Nb5yCiBg80PdpEsNZULj3', 'airports': 'INU', 'visitors': 302, 'rank': 201, 'visitors_un': 302, 'rank_un': 1}"
109,111,"Hokkaido  Prefecture -- In January 2016 I visited Sapporo, the largest city on Hokkaido, including the former Hokkaid&#333; Government Office, Sapporo Clock Tower (often ranked as the third least interesting tourist attraction in Japan; in my view, the third position is too generous since it was the least interesting attraction that I visited) and Nijo Market.  I ate at Donburichaya, located within Nijo Market, where I had donburi (a bowl of rice topped with a variety of seafood), and one of the several restaurants that line Sapporo Ramen Yokocho (or Ramen Alley).","{'id': 567, 'Location': 'Hokkaido', 'RegionIDnew': 12, 'CountryId': 89, 'RegionName': 'Asia', 'Country': 'Japan', 'weather': 'global/stations/47412', 'weatherhist': '21474', 'active': 'Y', 'latitude': '-43.416666', 'longitude': '142.366666', 'lat': 43.0646147, 'lon': 141.3468074, 'distance': 180, 'dateUpdated': '2018-08-02 14:48:00', 'zoom': 7, 'region_id': 983, 'country_id': 943, 'region_name': 'Asia', 'country_name': 'Japan', 'location_name': 'Hokkaido', 'is_un': 0, 'is_mtp_location': 1, 'admin_level': 4, 'featured_img': '240ZcGLdbsdLB8T5U2XEaL', 'airports': 'CTS, OKD', 'visitors': 1502, 'rank': 492, 'visitors_un': 0, 'rank_un': 0}"
110,111,"Iwate Prefecture -- In January 2016 I traveled by train from Sendai to Hiraizumi, where I rented a bicycle just outside the train station to visit M&#333;ts&#363;-ji (which contains a Pure Land garden) and Ch&#363;son-ji to see Konjiki-d&#333; (or the Golden Hall), all of which are part of the Hiraizumi – Temples, Gardens and Archaeological Sites Representing the Buddhist Pure Land UNESCO World Heritage Site (not a very interesting World Heritage Site).<br><br>Miyagi Prefecture -- In January 2016 I visited Sendai, where I had gyutan, or grilled beef tongue, for lunch at one of the several gyutan restaurants on Gyutan Dori (Gyutan Street), located on the third floor of Sendai Station.  I had walked over to Aji Tasuke, which claims to have created gyutan, but it was closed for the New Year holiday.","{'id': 798, 'Location': 'Tohoku Region', 'RegionIDnew': 12, 'CountryId': 89, 'RegionName': 'Asia', 'Country': 'Japan', 'weather': 'global/stations/47569', 'weatherhist': '96574', 'active': 'Y', 'latitude': '-39.59', 'longitude': '140.73', 'lat': 39.59, 'lon': 140.73, 'distance': 150, 'dateUpdated': '2018-08-02 14:48:00', 'zoom': 7, 'region_id': 983, 'country_id': 943, 'region_name': 'Asia', 'country_name': 'Japan', 'location_name': 'Tohoku Region', 'is_un': 0, 'is_mtp_location': 1, 'admin_level': 4, 'featured_img': '17sDHaKXTGewmGxDXngIxh', 'airports': 'SDJ', 'visitors': 1111, 'rank': 435, 'visitors_un': 0, 'rank_un': 0}"
111,111,"Ehime Prefecture -- In December 2015 I took the Super Jet ferry (http://setonaikaikisen.co.jp) from Hiroshima to Matsuyama, the largest city in Shikoku (upon presentment of a passport, discounts are given to overseas visitors).  The ferry arrives at Matsuyama Kanko Port, from where it's a short ride on the Iyo Railway suburban train to Matsuyama Station.  I had lunch at Goshiki, which is well known for Goshiki Somen, or thin noodles in five different colors (but each color tasted the same to me).  The highlight in Matsuyama is D&#333;go Onsen, one of Japan's oldest and most famous hot springs, where I bathed in the public bathhouse in the Dogo Onsen Honkan, a Meiji period wooden public bathhouse, dating from 1894.  I also visited Matsuyama Castle (Iyo).","{'id': 797, 'Location': 'Shikoku Region', 'RegionIDnew': 12, 'CountryId': 89, 'RegionName': 'Asia', 'Country': 'Japan', 'weather': 'global/stations/47882', 'weatherhist': '28874', 'active': 'Y', 'latitude': '-33.63', 'longitude': '133.46', 'lat': 33.75, 'lon': 133.5, 'distance': 100, 'dateUpdated': '2018-08-02 14:48:00', 'zoom': 7, 'region_id': 983, 'country_id': 943, 'region_name': 'Asia', 'country_name': 'Japan', 'location_name': 'Shikoku Region', 'is_un': 0, 'is_mtp_location': 1, 'admin_level': 4, 'featured_img': '134osyqznrq6XnePoQVXf3', 'airports': 'MYJ, TKS', 'visitors': 1002, 'rank': 416, 'visitors_un': 0, 'rank_un': 0}"
112,111,"Fukuoka Prefecture -- In December 2015 I visited Fukuoka, where I stayed at Ryokan Kashima Honkan, which was constructed during the Taisho period (1912 to 1925) and is located in the Gion area.  The Gion area has some of Fukuoka's few remaining historic buildings, including Sh&#333;fuku-ji (completed in 1195, making it the oldest Zen temple in Japan) and Kushida-jinja, a Shinto shrine.  I had dinner at one of the yatai (or outdoor food stalls) on the southern end of Nakasu island.<br><br>Nagasaki Prefecture -- In June 2017 I visited Nagasaki, where I stayed at Hotel Monterey Nagasaki (http://www.hotelmonterey.co.jp/en/htl/nagasaki/), which is located a very short walk from the departure point for the Gunkanjima Concierge Company (https://www.gunkanjima-concierge.com/en/).  I joined one of the tours to visit Hashima Island, commonly called Gunkanjima (or Battleship Island), an abandoned island lying 15 kilometers from Nagasaki. Its nickname comes from the resemblance of its profile to a Japanese battleship. The island was known for its seabed coal deposits, which were mined, sometimes by forced labor during World War II, from 1887 until 1974, when the mine was closed, leaving the island abandoned. The island was added to the list of UNESCO World Heritage sites in 2015 as one of the Sites of Japan’s Meiji Industrial Revolution, and has only been open to tourists since 2009. Battleship Island served as the villain's lair in the James Bond film <i>Skyfall</i>.  &#332;ura Church, built in 1864 soon after the end of Japan's period of seclusion, is a short walk from Hotel Monterey Nagasaki.  &#332;ura Church is the oldest church in Japan, and, along with a dozen other sites in and around Nagasaki relating to the history of Christianity in Japan, is on the tentative list of UNESCO World Heritage Sites.  I also visited Nagasaki Peace Park and the Nagasaki Atomic Bomb Museum commemorating the atomic bombing of Nagasaki on August 9, 1945, the second city upon which an atomic bomb was dropped, three days after the bombing of Hiroshima. On my last day in Nagasaki, I visited the Nagasaki Penguin Aquarium, the only aquarium in the world that focuses on penguins (https://penguin-aqua.jp/english/). Of the 18 typically recognized species of penguin, the Nagasaki Penguin Aquarium exhibits nine, more than any other aquarium.","{'id': 796, 'Location': 'Kyushu Region', 'RegionIDnew': 12, 'CountryId': 89, 'RegionName': 'Asia', 'Country': 'Japan', 'weather': 'global/stations/47808', 'weatherhist': '80874', 'active': 'Y', 'latitude': '-32.53', 'longitude': '130.91', 'lat': 32.53, 'lon': 130.91, 'distance': 100, 'dateUpdated': '2018-08-02 14:48:00', 'zoom': 7, 'region_id': 983, 'country_id': 943, 'region_name': 'Asia', 'country_name': 'Japan', 'location_name': 'Kyushu Region', 'is_un': 0, 'is_mtp_location': 1, 'admin_level': 4, 'featured_img': 'x5ztN52keoFeZ6XOzFFU5', 'airports': 'FUK', 'visitors': 1663, 'rank': 504, 'visitors_un': 0, 'rank_un': 0}"
113,111,"Hiroshima Prefecture -- In December 2015 I visited the Hiroshima Peace Memorial (commonly called the Atomic Bomb Dome), which was added to the list of UNESCO World Heritage Sites in 1996.  The Atomic Bomb Dome serves as a memorial to those who were killed in the atomic bombing of Hiroshima in August 1945.  For dinner, I had Hiroshima-style okonomiyaki at Okonomimura, a three-floor food theme park where each of the 25 restaurants serves a slightly different style of okonomiyaki (http://www.okonomimura.jp).  Since I had a Japan Rail Pass, I took the JR Sanyo Line from Hiroshima Station to Miyajimaguchi Station, a short walk to the pier where ferries depart frequently for Miyajima and the Itsukushima Shinto Shrine, which has been inscribed on the list of UNESCO World Heritage Sites.  The famous torii (or Japanese gate) at Itsukushima Shrine is one of the three most celebrated scenic sights in Japan.","{'id': 793, 'Location': 'Chugoku Region', 'RegionIDnew': 12, 'CountryId': 89, 'RegionName': 'Asia', 'Country': 'Japan', 'weather': 'global/stations/47789', 'weatherhist': '98774', 'active': 'Y', 'latitude': '-34.72', 'longitude': '132.56', 'lat': 34.72, 'lon': 132.56, 'distance': 100, 'dateUpdated': '2018-08-02 14:48:00', 'zoom': 7, 'region_id': 983, 'country_id': 943, 'region_name': 'Asia', 'country_name': 'Japan', 'location_name': 'Chugoku Region', 'is_un': 0, 'is_mtp_location': 1, 'admin_level': 4, 'featured_img': 'kE8fIVEGGeyPHjT2yzPgr', 'airports': 'HIJ', 'visitors': 1946, 'rank': 549, 'visitors_un': 0, 'rank_un': 0}"
114,111,"Okinawa Prefecture -- In December 2015 I visited Naha, the capital city of Okinawa, where it was very easy to get around the city on the Okinawa Urban Monorail.  From the airport, I took the monorail to visit Shuri Castle, a reconstructed Ry&#363;ky&#363;an gusuku (or stone-walled fortress) that has been inscribed on the list of UNESCO World Heritage Sites.  I ate at Makishi Market, where visitors can purchase seafood from the ground floor market stalls, which could be cooked and served at an upstairs restaurant.  I purchased an unusual giant sea snail, which proved tough and tasteless.","{'id': 63, 'Location': 'Ryukyu Islands', 'RegionIDnew': 12, 'CountryId': 89, 'RegionName': 'Asia', 'Country': 'Japan', 'weather': 'global/stations/47931', 'weatherhist': '13974', 'active': 'Y', 'latitude': '-26.733333', 'longitude': '127.833333', 'lat': 26.5, 'lon': 128, 'distance': 320, 'dateUpdated': '2018-08-02 14:48:00', 'zoom': 6, 'region_id': 983, 'country_id': 943, 'region_name': 'Asia', 'country_name': 'Japan', 'location_name': 'Ryukyu Islands', 'is_un': 0, 'is_mtp_location': 1, 'admin_level': 4, 'featured_img': '45T1gFlgRlR4zfEe3BnjyP', 'airports': 'OKA', 'visitors': 836, 'rank': 374, 'visitors_un': 0, 'rank_un': 0}"
115,111,"December 2015 -- I spent a couple of days in Chuuk, where I stayed at the Truk Stop Hotel (http://thetrukstophotel.com).  During World War II, Japan maintained a substantial part of its naval fleet within the Truk (now Chuuk) Lagoon.  In mid-February 1944, the United States Navy conducted a massive attack against the Japanese navy, sinking 12 warships, 32 merchant ships and 249 aircraft, many of which can now be visited by diving or snorkeling inside the lagoon.  I joined a dive boat organized by the Truk Lagoon Dive Center, located at the Truk Stop Hotel (http://trukwreckdiving.com/index.php), and snorkeled at the Sankisan Maru, a 370 foot cargo ship, where the coral encrusted mast rises to within a few feet of the surface, and a Mitsubishi A6M Zero that rests in shallow water.  Chuuk is not an island to be visited for its terrestrial sites.","{'id': 9, 'Location': 'Chuuk State', 'RegionIDnew': 3, 'CountryId': 60, 'RegionName': 'Pacific Ocean', 'Country': 'Federated States of Micronesia', 'weather': 'global/stations/91334', 'weatherhist': '43319', 'active': 'Y', 'latitude': '-7.4333333', 'longitude': '151.75', 'lat': 7.3554221, 'lon': 151.5962882, 'distance': 20, 'dateUpdated': '2018-08-02 14:48:00', 'zoom': 5, 'region_id': 991, 'country_id': 933, 'region_name': 'Pacific Ocean', 'country_name': 'Federated States of Micronesia', 'location_name': 'Chuuk State', 'is_un': 0, 'is_mtp_location': 1, 'admin_level': 4, 'featured_img': '1s4v39lYa5nYOSO5pLW3OH', 'airports': 'TKK', 'visitors': 431, 'rank': 243, 'visitors_un': 0, 'rank_un': 0}"
